id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45
29165	0.08	15620	-0.36	4058	20	309	197	883	422764.2596	3488.046662
29167	0.089	15630	-0.68	3463	40	350	79	891	423359.9309	3489.061514
29169	0.068	15640	0.47	5021	35	445	268	990	423956.0598	3490.076012
29171	0.074	15650	1.4	9401	37	431	173	841	424552.6462	3491.090156
29173	0.08	15660	1.7	5422	65	389	305	849	425149.6902	3492.103947
29175	0.094	15670	-0.11	505	37	481	95	861	425747.192	3493.117385
29177	0.083	15680	0.2	3576	94	467	162	784	426345.1514	3494.13047
29179	0.127	15690	-2.5	9240	12	438	317	950	426943.5687	3495.143203
29181	0.095	15700	-0.42	1417	67	346	66	891	427542.4438	3496.155584
29183	0.087	15710	-1.8	7769	95	452	214	870	428141.7768	3497.167613
29185	0.103	15720	-0.35	2687	16	331	185	897	428741.5678	3498.179291
29186	0.093	15730	-0.39	2984	68	477	6	941	429341.8169	3499.190617
29187	0.109	15740	-0.089	4109	58	399	225	894	429942.524	3500.201594
29189	0.096	15750	-0.52	3622	77	391	282	806	430543.6892	3501.212219
29195	0.079	15760	1.3	1433	52	432	143	759	431145.3127	3502.222495
29197	0.078	15770	-0.24	1970	97	471	63	955	431747.3944	3503.232422
29199	0.122	15780	-1.1	500	4	404	94	794	432349.9345	3504.241999
29201	0.092	15790	0.93	3539	67	348	116	920	432952.9329	3505.251227
29203	0.096	15800	-1.5	1099	31	422	274	759	433556.3898	3506.260107
29205	0.081	15810	-1.3	4035	22	479	79	976	434160.3052	3507.268638
29207	0.09	15820	-0.1	1478	39	356	71	860	434764.6791	3508.276821
29209	0.09	15830	0.099	5452	43	302	339	912	435369.5116	3509.284657
29211	0.064	15840	-1	1226	63	403	89	914	435974.8028	3510.292146
29213	0.086	15850	1.7	1694	14	460	152	962	436580.5528	3511.299288
29215	0.088	15860	0.99	4106	12	349	206	930	437186.7615	3512.306083
29217	0.079	15870	0.32	4797	1	323	205	848	437793.4291	3513.312532
29219	0.112	15880	0.25	3572	87	308	244	972	438400.5555	3514.318636
29221	0.137	15890	1.8	2077	43	354	285	978	439008.1409	3515.324394
29223	0.095	15900	-1.1	5779	15	343	128	764	439616.1854	3516.329806
29225	0.09	15910	0.74	4828	25	302	92	916	440224.6889	3517.334874
29227	0.084	15920	0.29	654	82	305	157	814	440833.6515	3518.339597
29229	0.096	15930	2	2909	85	448	33	869	441443.0734	3519.343976
29510	0.111	15940	-0.4	3250	14	357	191	779	442052.9545	3520.348011
30001	0.044	15950	0.038	871	9	437	79	875	442663.2949	3521.351703
30003	0.102	15960	0.77	8549	80	395	85	773	443274.0946	3522.355051
30005	0.05	15970	-1.2	7580	2	480	235	903	443885.3538	3523.358057
30007	0.062	15980	0.4	3624	60	481	106	804	444497.0724	3524.36072
30009	0.048	15990	0.97	2607	31	407	101	908	445109.2506	3525.363041
30011	0.039	16000	-1	9963	47	329	122	862	445721.8884	3526.36502
30013	0.052	16010	-0.76	551	49	341	288	914	446334.9858	3527.366658
30015	0.042	16020	-0.22	7503	87	333	90	784	446948.543	3528.367954
30017	0.046	16030	0.37	9082	7	471	74	771	447562.5599	3529.368909
30019	0.042	16040	1.6	7834	5	468	327	954	448177.0366	3530.369524
30021	0.048	16050	0.76	9373	24	415	301	965	448791.9732	3531.369799
30023	0.065	16060	-0.29	715	8	454	141	895	449407.3698	3532.369734
30025	0.037	16070	0.29	5290	97	379	14	892	450023.2263	3533.369329
30027	0.047	16080	0.8	3709	4	326	12	773	450639.5429	3534.368585
30029	0.088	16090	-0.43	5855	7	476	162	965	451256.3196	3535.367502
30031	0.055	16100	-0.9	1299	26	481	31	890	451873.5565	3536.366081
30033	0.034	16110	0.78	6489	54	390	111	779	452491.2536	3537.364321
30035	0.072	16120	-0.37	959	65	343	330	848	453109.4109	3538.362224
30037	0.047	16130	-0.059	3161	52	305	303	974	453728.0287	3539.359788
30039	0.082	16140	0.65	5740	70	333	345	826	454347.1068	3540.357016
30041	0.051	16150	0.6	9759	20	344	350	817	454966.6453	3541.353906
30043	0.058	16160	-0.53	1520	40	435	136	824	455586.6444	3542.35046
30045	0.046	16170	1.7	7903	2	309	147	765	456207.104	3543.346678
30047	0.083	16180	1.7	301	51	373	116	964	456828.0243	3544.34256
30049	0.043	16190	0.11	1407	77	457	221	862	457449.4052	3545.338106
30051	0.047	16200	-0.47	3224	63	301	28	891	458071.2469	3546.333316
30053	0.111	16210	1.5	7880	86	416	335	818	458693.5494	3547.328192
30055	0.032	16220	-2	3198	6	326	198	974	459316.3127	3548.322733
30057	0.048	16230	0.71	9504	33	328	337	955	459939.5369	3549.316939
30059	0.078	16240	-0.91	6193	13	399	41	918	460563.2221	3550.310811
30061	0.086	16250	0.46	2768	87	357	48	862	461187.3683	3551.30435
30063	0.056	16260	0.42	2488	5	469	105	821	461811.9756	3552.297555
30065	0.075	16270	0.08	2425	97	343	74	868	462437.044	3553.290427
30067	0.061	16280	0.02	898	8	331	337	859	463062.5737	3554.282966
30069	0.045	16290	-0.14	4376	83	324	94	927	463688.5645	3555.275173
30071	0.048	16300	1	8118	43	499	328	801	464315.0167	3556.267048
30073	0.06	16310	-0.49	4290	29	420	297	880	464941.9302	3557.258591
30075	0.04	16320	-0.88	5235	77	387	135	955	465569.3052	3558.249802
30077	0.073	16330	-2.9	9665	94	474	219	859	466197.1416	3559.240682
30079	0.031	16340	2.1	2397	81	485	63	871	466825.4396	3560.231231
30081	0.075	16350	0.54	7870	50	425	131	755	467454.1991	3561.221449
30083	0.046	16360	-1	2625	53	441	189	808	468083.4203	3562.211337
30085	0.075	16370	-0.78	5863	58	320	133	990	468713.1032	3563.200895
30087	0.073	16380	0.58	6684	89	340	338	953	469343.2479	3564.190124
30089	0.112	16390	1.2	314	86	320	45	911	469973.8543	3565.179023
30091	0.043	16400	-1.1	9643	18	482	48	861	470604.9227	3566.167593
30093	0.055	16410	-1.4	3569	56	344	219	880	471236.4529	3567.155834
30095	0.052	16420	-0.2	225	15	490	234	923	471868.4452	3568.143747
30097	0.031	16430	-0.15	6592	65	338	25	947	472500.8994	3569.131332
30099	0.04	16440	0.53	6257	80	440	259	806	473133.8158	3570.118589
30101	0.041	16450	2	2638	58	441	303	908	473767.1943	3571.105519
30103	0.051	16460	-1.5	4766	83	352	327	961	474401.0351	3572.092121
30105	0.046	16470	-0.62	1845	69	404	10	795	475035.3381	3573.078396
30107	0.043	16480	1.1	8284	25	330	39	768	475670.1034	3574.064345
30109	0.041	16490	-1.4	1539	39	427	272	930	476305.3311	3575.049968
30111	0.047	16500	0.41	5050	37	388	112	770	476941.0212	3576.035264
31001	0.056	16510	1.5	5546	48	450	212	964	477577.1738	3577.020235
31003	0.036	16520	-0.27	3790	57	1285	171	931	478213.789	3578.004881
31005	0.044	16530	-0.095	8571	49	1404	265	895	478850.8668	3578.989201
31007	0.035	16540	0.87	6352	33	1447	211	880	479488.4072	3579.973197
31009	0.052	16550	0.11	8388	8	1106	180	869	480126.4103	3580.956868
31011	0.039	16560	-0.14	4726	76	1037	79	827	480764.8762	3581.940215
31013	0.071	16570	0.46	285	78	1040	229	827	481403.8049	3582.923239
31015	0.036	16580	-1.1	5868	17	1482	244	976	482043.1965	3583.905938
31017	0.031	16590	-1.8	7408	92	1214	213	810	482683.051	3584.888315
31019	0.035	16600	0.97	422	37	1441	186	757	483323.3686	3585.870368
31021	0.057	16610	-0.45	8299	28	1227	185	897	483964.1492	3586.852099
31023	0.039	16620	1.1	2800	14	1242	279	775	484605.3928	3587.833508
31025	0.046	16630	2.2	3217	94	1058	329	964	485247.0997	3588.814595
31027	0.032	16640	-0.46	2586	17	1167	37	921	485889.2697	3589.795359
31029	0.03	16650	-1.9	2607	70	1492	238	857	486531.903	3590.775803
31031	0.025	16660	-2.9	2881	38	1425	315	957	487174.9997	3591.755925
31033	0.041	16670	-1	7177	18	1260	56	760	487818.5597	3592.735726
31035	0.043	16680	-1.1	1190	59	1005	259	829	488462.5832	3593.715207
31037	0.04	16690	-1.3	2949	50	1307	275	840	489107.0702	3594.694368
31039	0.035	16700	-0.6	7850	49	1263	96	969	489752.0207	3595.673209
31041	0.031	16710	-0.46	3649	9	1080	208	886	490397.4348	3596.65173
31043	0.055	16720	-0.11	1185	63	1330	224	919	491043.3126	3597.629931
31045	0.044	16730	-0.98	4702	100	1370	163	879	491689.654	3598.607814
31047	0.048	16740	0.32	3124	85	1027	69	907	492336.4593	3599.585378
31049	0.038	16750	0.79	5607	81	1489	262	773	492983.7284	3600.562623
31051	0.037	16760	-1.6	4072	19	1386	30	867	493631.4614	3601.53955
31053	0.049	16770	2	2749	18	1193	163	941	494279.6583	3602.516159
31055	0.05	16780	-0.5	4013	5	1467	307	857	494928.3192	3603.492451
31057	0.04	16790	-0.83	1718	84	1079	162	807	495577.4441	3604.468425
31059	0.044	16800	-1.3	8994	41	1224	260	983	496227.0331	3605.444083
31061	0.037	16810	-1.3	844	18	1431	160	952	496877.0863	3606.419423
31063	0.03	16820	0.32	1587	59	1305	299	956	497527.6038	3607.394448
31065	0.041	16830	-0.94	3689	44	1199	241	868	498178.5854	3608.369156
31067	0.059	16840	-0.31	4928	35	1095	242	973	498830.0314	3609.343548
31069	0.044	16850	-0.16	2005	49	1190	241	907	499481.9418	3610.317624
31071	0.025	16860	1.3	7428	34	1484	209	840	500134.3167	3611.291386
31073	0.038	16870	-0.79	1168	100	1023	13	829	500787.156	3612.264832
31075	0.031	16880	-0.43	3422	75	1481	20	850	501440.4598	3613.237964
31077	0.033	16890	-0.04	463	64	1166	333	895	502094.2283	3614.210781
31079	0.044	16900	-0.4	9967	39	1202	48	926	502748.4614	3615.183284
31081	0.034	16910	0.34	7195	44	1042	335	948	503403.1592	3616.155474
31083	0.036	16920	-0.8	9418	14	1271	130	915	504058.3218	3617.12735
31085	0.042	16930	0.34	6036	65	1217	39	817	504713.9492	3618.098912
31087	0.066	16940	-0.22	9462	27	1086	124	781	505370.0415	3619.070162
31089	0.032	16950	0.27	1827	14	1087	10	939	506026.5987	3620.041099
31091	0.04	16960	0.68	192	33	1022	140	799	506683.6208	3621.011723
31093	0.038	16970	-0.37	78	98	1373	284	905	507341.1081	3621.982036
31095	0.046	16980	-0.73	8517	91	1078	47	921	507999.0604	3622.952036
31097	0.039	16990	1.6	2606	53	1068	335	989	508657.4779	3623.921725
31099	0.038	17000	-0.76	8369	30	1288	111	883	509316.3605	3624.891103
31101	0.039	17010	0.58	4362	66	1119	269	932	509975.7085	3625.86017
31103	0.044	17020	0.89	8432	55	1362	40	791	510635.5217	3626.828926
31105	0.043	17030	-0.23	8556	58	1248	214	961	511295.8003	3627.797371
31107	0.036	17040	0.025	5414	78	1186	210	861	511956.5443	3628.765507
31109	0.042	17050	-0.32	7332	74	1246	107	899	512617.7538	3629.733333
31111	0.04	17060	-0.74	8280	95	1462	14	772	513279.4289	3630.700849
31113	0.043	17070	-0.023	3843	20	1137	328	897	513941.5695	3631.668056
31115	0.032	17080	0.41	55	6	1419	12	838	514604.1758	3632.634953
31117	0.04	17090	1.2	9976	47	1165	261	768	515267.2477	3633.601542
31119	0.042	17100	-1.5	4895	94	1154	255	842	515930.7854	3634.567823
31121	0.04	17110	0.44	452	82	1321	169	982	516594.7889	3635.533796
31123	0.041	17120	-0.56	5073	78	1026	166	825	517259.2583	3636.49946
31125	0.036	17130	1.3	1421	29	1342	280	978	517924.1936	3637.464817
31127	0.054	17140	0.46	2132	63	1227	335	810	518589.5948	3638.429867
31129	0.047	17150	-0.7	6177	71	1028	248	802	519255.4621	3639.394609
31131	0.05	17160	0.57	8395	2	1339	182	917	519921.7955	3640.359045
31133	0.041	17170	0.26	3466	31	1166	90	790	520588.5949	3641.323174
31135	0.031	17180	-0.39	448	62	1450	182	970	521255.8606	3642.286997
31137	0.038	17190	-1	3850	46	1306	156	757	521923.5925	3643.250514
31139	0.036	17200	0.32	6260	55	1427	134	795	522591.7907	3644.213725
31141	0.044	17210	2.3	8309	64	1309	66	883	523260.4552	3645.176631
31143	0.042	17220	-1.1	2659	63	1063	204	934	523929.5862	3646.139232
31145	0.042	17230	-0.62	3260	57	1106	17	817	524599.1836	3647.101528
31147	0.057	17240	-0.87	1051	81	1485	51	959	525269.2475	3648.063519
31149	0.031	17250	0.76	497	73	1451	124	942	525939.778	3649.025207
31151	0.04	17260	-0.48	6410	91	1454	103	776	526610.7751	3649.98659
31153	0.047	17270	-1.3	942	99	1298	217	754	527282.2388	3650.947669
31155	0.045	17280	-0.91	730	90	1330	24	921	527954.1693	3651.908444
31157	0.048	17290	-1	4011	21	1199	197	770	528626.5666	3652.868917
31159	0.037	17300	-0.61	575	8	1182	184	765	529299.4307	3653.829086
31161	0.035	17310	0.6	2650	97	1049	224	935	529972.7617	3654.788953
31163	0.03	17320	-0.36	7982	9	1127	306	863	530646.5596	3655.748518
31165	0.038	17330	0.28	4550	12	1487	321	806	531320.8246	3656.70778
31167	0.036	17340	0.5	8350	23	1273	174	894	531995.5566	3657.66674
31169	0.043	17350	-0.46	1368	55	1152	176	812	532670.7556	3658.625399
31171	0.038	17360	0.26	2289	33	1472	198	907	533346.4219	3659.583757
31173	0.138	17370	-1.3	1875	47	1469	177	890	534022.5554	3660.541813
31175	0.029	17380	-0.55	7585	30	1297	346	898	534699.1561	3661.499569
31177	0.041	17390	0.2	2652	100	1420	138	925	535376.2241	3662.457024
31179	0.038	17400	0.32	485	11	1395	77	964	536053.7595	3663.414179
31181	0.042	17410	-0.78	3602	37	1311	296	884	536731.7624	3664.371033
31183	0.032	17420	0.064	8313	69	1062	40	979	537410.2327	3665.327588
31185	0.057	17430	-0.45	2008	26	1189	94	805	538089.1706	3666.283844
32001	0.099	17440	-1.2	5663	38	1020	208	983	538768.576	3667.2398
32003	0.139	17450	-1.2	7420	13	1032	291	789	539448.4491	3668.195458
32005	0.126	17460	-0.57	7655	45	1132	159	889	540128.7899	3669.150817
32007	0.068	17470	-0.44	1062	57	1273	150	943	540809.5984	3670.105877
32009	0.083	17480	0.58	3902	38	1150	125	934	541490.8748	3671.060639
32011	0.093	17490	-0.78	4353	33	1145	323	968	542172.6189	3672.015104
32013	0.086	17500	0.83	7212	30	1395	243	956	542854.831	3672.96927
32015	0.072	17510	0.77	935	1	1472	174	882	543537.5111	3673.92314
32017	0.094	17520	-0.7	1309	14	1148	72	785	544220.6592	3674.876712
32019	0.163	17530	-0.61	8413	52	1066	67	982	544904.2753	3675.829987
32021	0.105	17540	-2.9	3719	68	1385	207	955	545588.3596	3676.782966
32023	0.161	17550	-1	4211	19	1321	136	912	546272.9121	3677.735649
32027	0.106	17560	0.65	9573	11	1216	158	797	546957.9327	3678.688035
32029	0.148	17570	-1.2	9510	93	1113	151	961	547643.4217	3679.640126
32031	0.131	17580	-0.93	3013	46	1482	290	844	548329.379	3680.591921
32033	0.084	17590	-0.27	241	44	1053	109	851	549015.8047	3681.543421
32510	0.128	17600	0.12	1384	88	1270	28	806	549702.6988	3682.494626
33001	0.07	17610	0.36	5163	70	1289	243	852	550390.0615	3683.445536
33003	0.054	17620	-0.32	7522	1	1125	22	839	551077.8926	3684.396152
33005	0.065	17630	-1.4	31	28	1366	335	846	551766.1924	3685.346473
33007	0.078	17640	-0.22	510	1	1220	64	817	552454.9609	3686.296501
33009	0.056	17650	1.3	7687	70	1269	164	902	553144.198	3687.246235
33011	0.075	17660	0.052	1339	88	1105	238	796	553833.9039	3688.195675
33013	0.063	17670	0.19	6747	41	1496	113	767	554524.0787	3689.144822
33015	0.075	17680	0.025	4921	95	1302	16	781	555214.7222	3690.093676
33017	0.066	17690	0.32	1815	11	1102	63	781	555905.8348	3691.042237
33019	0.065	17700	-1.7	2177	6	1013	172	888	556597.4163	3691.990506
34001	0.122	17710	0.37	9102	64	1286	176	854	557289.4668	3692.938483
34003	0.084	17720	-1.6	5737	1	1365	90	950	557981.9864	3693.886168
34005	0.091	17730	0.95	7076	13	1330	273	917	558674.9751	3694.833561
34007	0.109	17740	1.5	978	65	1157	346	977	559368.433	3695.780663
34009	0.085	17750	0.69	8038	64	1341	13	843	560062.3602	3696.727474
34011	0.126	17760	1.6	5240	55	1123	148	771	560756.7567	3697.673994
34013	0.111	17770	0.5	8756	99	1160	277	957	561451.6225	3698.620223
34015	0.1	17780	0.34	9750	20	1425	148	913	562146.9576	3699.566162
34017	0.116	17790	1.3	47	100	1155	41	772	562842.7623	3700.51181
34019	0.069	17800	0.65	6537	98	1278	157	915	563539.0364	3701.457169
34021	0.081	17810	1	7416	35	1461	78	874	564235.7802	3702.402238
34023	0.092	17820	-0.15	1568	42	1074	41	927	564932.9935	3703.347017
34025	0.087	17830	-1.4	8206	50	1286	292	785	565630.6765	3704.291508
34027	0.076	17840	0.7	6688	69	1083	135	852	566328.8291	3705.235709
34029	0.096	17850	-0.57	2228	87	1299	339	761	567027.4516	3706.179622
34031	0.117	17860	1.4	2326	56	1068	258	984	567726.5439	3707.123247
34033	0.101	17870	-1.3	295	88	1150	229	860	568426.106	3708.066583
34035	0.079	17880	-0.99	8707	1	1295	164	907	569126.1381	3709.009632
34037	0.085	17890	0.16	6399	83	1133	1	913	569826.6402	3709.952393
34039	0.098	17900	-1	6051	11	1318	250	985	570527.6123	3710.894866
34041	0.088	17910	0.76	7718	17	1417	36	871	571229.0544	3711.837052
35001	0.075	17920	0.54	9880	3	1115	116	759	571930.9668	3712.778952
35003	0.081	17930	0.64	6908	62	1106	348	824	572633.3492	3713.720564
35005	0.068	17940	-0.038	2741	10	1445	68	822	573336.202	3714.661891
35006	0.063	17950	0.35	3916	62	1254	103	915	574039.525	3715.602931
35007	0.08	17960	0.57	5264	6	1065	16	801	574743.3184	3716.543685
35009	0.044	17970	-0.47	471	35	1298	213	783	575447.5822	3717.484154
35011	0.043	17980	-1.9	9113	97	1428	313	909	576152.3164	3718.424337
35013	0.069	17990	-0.058	747	22	1226	345	840	576857.5211	3719.364235
35015	0.06	18000	0.18	2030	76	1231	198	751	577563.1964	3720.303848
35017	0.123	18010	0.17	2034	39	1196	54	924	578269.3423	3721.243176
35019	0.075	18020	1.3	7499	17	1129	45	805	578975.9588	3722.18222
35021	0.045	18030	2.3	7873	73	1214	134	937	579683.0461	3723.12098
35023	0.076	18040	-0.51	4286	71	1406	80	877	580390.6041	3724.059456
35025	0.083	18050	0.73	416	67	1166	205	847	581098.6329	3724.997648
35027	0.051	18060	2.1	8574	86	1386	109	916	581807.1326	3725.935556
35028	0.029	18070	0.54	317	33	1470	29	886	582516.1033	3726.873182
35029	0.134	18080	-0.25	4916	45	1075	164	756	583225.5449	3727.810524
35031	0.086	18090	2.3	5226	50	1254	258	774	583935.4575	3728.747584
35033	0.131	18100	-0.2	4076	85	1250	215	973	584645.8412	3729.684361
35035	0.068	18110	0.38	4732	89	1385	116	982	585356.696	3730.620856
35037	0.059	18120	0.78	6282	47	1391	90	800	586068.022	3731.557069
35039	0.072	18130	-1.2	560	68	1304	327	942	586779.8192	3732.493
35041	0.044	18140	1.1	4115	24	1307	123	908	587492.0878	3733.428649
35043	0.09	18150	-1	2537	51	1441	175	982	588204.8276	3734.364017
35045	0.083	18160	-1.1	6889	89	1311	333	771	588918.0389	3735.299104
35047	0.078	18170	-1.6	8601	11	1132	46	979	589631.7216	3736.233911
35049	0.065	18180	0.58	8458	6	1008	218	984	590345.8758	3737.168437
35051	0.048	18190	0.36	6639	74	1413	203	854	591060.5015	3738.102682
35053	0.05	18200	0.084	1692	42	1348	172	783	591775.5988	3739.036647
35055	0.087	18210	-0.11	5014	41	1009	244	965	592491.1678	3739.970333
35057	0.088	18220	-0.3	9708	59	1273	143	981	593207.2085	3740.903739
35059	0.055	18230	0.38	5432	12	1188	53	935	593923.7209	3741.836865
35061	0.085	18240	-2	772	70	1034	8	784	594640.7051	3742.769712
36001	0.071	18250	0.32	8299	89	1238	38	848	595358.1612	3743.702281
36003	0.079	18260	-1.2	6761	85	1414	262	964	596076.0892	3744.63457
36005	0.133	18270	0.83	6556	75	1091	121	868	596794.4892	3745.566581
36007	0.085	18280	0.035	4278	40	1435	27	969	597513.3611	3746.498314
36009	0.085	18290	2.3	7517	45	1166	59	899	598232.7051	3747.429769
36011	0.08	18300	0.77	9592	25	1267	225	786	598952.5213	3748.360947
36013	0.078	18310	-0.25	1421	24	1491	161	912	599672.8096	3749.291847
36015	0.089	18320	1	7677	49	1327	225	979	600393.5701	3750.222469
36017	0.087	18330	-2.1	7306	42	1414	246	813	601114.8029	3751.152814
36019	0.09	18340	-0.16	5514	90	1101	186	852	601836.508	3752.082883
36021	0.077	18350	-1.5	3378	58	1300	285	840	602558.6855	3753.012675
36023	0.085	18360	1.1	3744	48	1288	224	894	603281.3354	3753.942191
36025	0.084	18370	-1.3	3952	22	1091	59	751	604004.4578	3754.871431
36027	0.082	18380	1.1	2426	10	1198	233	867	604728.0527	3755.800394
36029	0.083	18390	0.41	7242	31	1445	157	944	605452.1201	3756.729082
36031	0.078	18400	-0.7	551	62	1020	18	828	606176.6603	3757.657495
36033	0.078	18410	1.2	7510	41	1392	183	976	606901.673	3758.585633
36035	0.091	18420	0.8	7822	53	1263	326	818	607627.1586	3759.513495
36037	0.072	18430	-0.26	1117	95	1239	332	942	608353.1169	3760.441083
36039	0.084	18440	-1.8	5004	4	1053	268	932	609079.548	3761.368396
36041	0.056	18450	0.41	660	22	1168	113	875	609806.452	3762.295436
36043	0.076	18460	-0.41	5550	90	1093	204	815	610533.829	3763.222201
36045	0.078	18470	0.013	1821	56	1107	268	911	611261.6789	3764.148692
36047	0.11	18480	2.1	6796	8	1340	333	795	611990.0019	3765.07491
36049	0.076	18490	0.27	6303	9	1029	80	946	612718.798	3766.000854
36051	0.075	18500	0.58	9012	95	1283	336	810	613448.0672	3766.926525
36053	0.074	18510	-0.78	7379	87	1089	290	753	614177.8097	3767.851924
36055	0.083	18520	-1.4	1513	84	1188	176	837	614908.0253	3768.777049
36057	0.088	18530	-0.94	6174	27	1437	277	756	615638.7143	3769.701903
36059	0.072	18540	0.22	5397	8	1329	324	796	616369.8766	3770.626484
36061	0.092	18550	-0.23	1740	44	1302	223	793	617101.5123	3771.550793
36063	0.088	18560	-1.1	4339	75	1275	119	841	617833.6214	3772.47483
36065	0.073	18570	0.32	2504	32	1018	39	966	618566.2041	3773.398596
36067	0.079	18580	1.8	1923	73	1263	87	928	619299.2602	3774.322091
36069	0.067	18590	1.7	9861	77	1214	96	953	620032.79	3775.245314
36071	0.082	18600	1.5	3820	57	1074	212	823	620766.7935	3776.168267
36073	0.082	18610	-1.4	2897	50	1157	324	969	621501.2707	3777.090949
36075	0.093	18620	0.26	7751	63	1168	141	962	622236.2216	3778.01336
36077	0.068	18630	0.78	8502	82	1000	65	840	622971.6463	3778.935502
36079	0.07	18640	1.2	1998	45	1412	69	775	623707.5448	3779.857373
36081	0.091	18650	0.72	7311	34	1182	21	950	624443.9173	3780.778975
36083	0.077	18660	-0.069	895	98	1459	292	755	625180.7638	3781.700307
36085	0.089	18670	-0.4	4112	43	1464	181	846	625918.0842	3782.62137
36087	0.074	18680	0.94	980	19	1108	29	838	626655.8787	3783.542164
36089	0.089	18690	1.3	1642	16	1425	115	772	627394.1473	3784.462689
36091	0.064	18700	0.55	5774	69	1147	306	779	628132.8901	3785.382946
36093	0.078	18710	-0.4	7127	22	1195	193	961	628872.1071	3786.302934
36095	0.076	18720	-0.55	3083	79	1078	179	839	629611.7983	3787.222654
36097	0.074	18730	0.92	2413	94	1341	326	965	630351.9639	3788.142106
36099	0.073	18740	3	4889	88	1109	346	863	631092.6038	3789.06129
36101	0.095	18750	-0.56	1710	33	1218	280	830	631833.7181	3789.980207
36103	0.075	18760	1.3	3285	91	1356	117	931	632575.3069	3790.898856
36105	0.086	18770	-1.8	603	28	1368	21	753	633317.3703	3791.817239
36107	0.079	18780	-2.7	7767	37	1467	274	863	634059.9081	3792.735354
36109	0.056	18790	0.61	3813	9	1151	209	969	634802.9206	3793.653203
36111	0.081	18800	0.76	8349	32	1282	43	886	635546.4078	3794.570786
36113	0.072	18810	-0.55	6429	19	1258	103	972	636290.3697	3795.488102
36115	0.074	18820	-0.39	7636	81	1358	118	889	637034.8064	3796.405152
36117	0.078	18830	0.44	724	78	1023	275	815	637779.7178	3797.321937
36119	0.074	18840	0.95	7243	58	1181	174	985	638525.1042	3798.238456
36121	0.078	18850	-0.37	850	32	1408	45	860	639270.9654	3799.15471
36123	0.06	18860	0.36	7641	75	1352	247	894	640017.3017	3800.070699
37001	0.118	18870	1.3	7460	85	1179	206	872	640764.1129	3800.986422
37003	0.136	18880	0.12	4321	65	1238	222	769	641511.3992	3801.901882
37005	0.109	18890	0.59	4553	9	1356	6	861	642259.1607	3802.817076
37007	0.148	18900	-0.96	1865	47	1313	306	832	643007.3973	3803.732007
37009	0.1	18910	-0.15	4947	25	1225	335	951	643756.1092	3804.646673
37011	0.079	18920	-0.15	3332	84	1156	244	774	644505.2963	3805.561076
37013	0.112	18930	0.63	5359	17	1470	335	759	645254.9587	3806.475215
37015	0.105	18940	-0.46	3766	61	1297	159	831	646005.0965	3807.389091
37017	0.12	18950	-1.2	5698	4	1257	216	784	646755.7097	3808.302704
37019	0.105	18960	0.81	6741	88	1494	263	817	647506.7984	3809.216053
37021	0.082	18970	-0.96	6323	33	1022	114	792	648258.3627	3810.12914
37023	0.141	18980	-1.3	4135	16	1219	220	894	649010.4024	3811.041965
37025	0.114	18990	0.28	8582	34	1410	29	802	649762.9179	3811.954527
37027	0.152	19000	1.3	9600	90	1120	262	919	650515.909	3812.866827
37029	0.071	19010	-0.84	4329	95	1259	54	923	651269.3758	3813.778865
37031	0.076	19020	-1.2	4222	63	1296	56	972	652023.3184	3814.690642
37033	0.124	19030	1.1	3199	78	1313	18	882	652777.7368	3815.602157
37035	0.136	19040	0.9	6258	96	1233	177	798	653532.6311	3816.513411
37037	0.08	19050	-0.64	8	69	1308	54	914	654288.0013	3817.424403
37039	0.142	19060	1.4	1379	30	1344	231	864	655043.8475	3818.335135
37041	0.119	19070	0.17	1268	29	1330	58	786	655800.1697	3819.245607
37043	0.108	19080	2.7	7086	89	1182	279	778	656556.968	3820.155818
37045	0.143	19090	-0.69	1946	33	1136	180	786	657314.2424	3821.065769
37047	0.125	19100	1	3836	33	1496	293	755	658071.9929	3821.97546
37049	0.1	19110	2.1	8974	63	1370	208	785	658830.2198	3822.884891
37051	0.091	19120	-0.023	301	60	1017	25	913	659588.9228	3823.794063
37053	0.05	19130	-0.5	8549	65	1119	336	937	660348.1022	3824.702975
37055	0.068	19140	-0.53	1609	84	1472	116	912	661107.758	3825.611628
37057	0.125	19150	1	7913	92	1427	37	934	661867.8902	3826.520022
37059	0.121	19160	0.73	8551	51	1480	107	892	662628.4989	3827.428158
37061	0.087	19170	-0.34	2525	19	1483	252	836	663389.584	3828.336035
37063	0.08	19180	0.43	9152	92	1036	107	806	664151.1458	3829.243654
37065	0.163	19190	-0.58	7401	44	1173	111	844	664913.1842	3830.151015
37067	0.095	19200	-0.95	7922	11	1053	123	888	665675.6992	3831.058117
37069	0.097	19210	-1.6	7989	78	1099	69	972	666438.691	3831.964963
37071	0.133	19220	0.63	5825	79	1272	44	950	667202.1596	3832.87155
37073	0.071	19230	1.3	7513	62	1072	260	900	667966.1049	3833.777881
37075	0.134	19240	0.1	8292	2	1234	16	891	668730.5272	3834.683954
37077	0.102	19250	-0.096	5183	76	1055	315	859	669495.4263	3835.589771
37079	0.102	19260	-1.2	4712	39	1159	342	825	670260.8024	3836.495331
37081	0.11	19270	-0.27	9874	39	1315	123	906	671026.6556	3837.400634
37083	0.131	19280	-0.85	986	59	1013	294	870	671792.9858	3838.305682
